Supplier,Total_Invoice_Amount,Total_Invoice_Count,Year,Client
Summit Electric Supply,62379.99,38,2018,equinor
"Summit Engineering Services, Inc.",233252.06,4,2017,equinor
"Summit Engineering Services, Inc.",880183.03,30,2018,equinor
"Sun Coast Resources, Inc",8074515.95,603,2015,equinor
"Sun Coast Resources, Inc",3354117,285,2016,equinor
"Sun Coast Resources, Inc",10027402.88,663,2017,equinor
"Sun Coast Resources, Inc",13225194.56,967,2018,equinor
Sun Electric Inc,25437.57,5,2015,equinor
"Sund Manufacturing, Inc",1100661.64,19,2017,equinor
"Sundre Sand & Gravel, Inc.",101275.77,4,2017,equinor
"Sundre Sand & Gravel, Inc.",1142.64,1,2018,equinor
Sunland Field Services Inc,7826315.96,5025,2015,equinor
Sunland Field Services Inc,4049751.3,3143,2016,equinor
Sunland Field Services Inc,6198169.82,3702,2017,equinor
Sunland Field Services Inc,6786895.32,2361,2018,equinor
"Superior Energy Services, LLC",12261.25,1,2015,equinor
"Superior Energy Services, LLC",1320.66,2,2017,equinor
"Superior Fabrication, Inc.",15430,1,2016,equinor
Superior Mechanical Service,2871.42,5,2015,equinor
Supertherm Fluid Heating,78157.89,14,2015,equinor
Supertherm Fluid Heating,54773.36,3,2016,equinor
"Supreme Rental Services, LLC",526449.39,91,2015,equinor
"Supreme Rental Services, LLC",71878.09,11,2016,equinor
"Supreme Service & Specialty Co., In",18784.62,2,2015,equinor
Surcon Ltd.,6000,2,2017,equinor
SurveySpec LLC,68822.55,3,2015,equinor
SurveySpec LLC,42950,2,2017,equinor
SurveySpec LLC,77645.2,2,2018,equinor
Sweet Crude Oilfield Services Inc.,29447.25,62,2015,equinor
Sweet Crude Oilfield Services Inc.,3633,9,2016,equinor
"Swift Technical Services, LLC dba A",126059.52,24,2016,equinor
"Swift Technical Services, LLC dba A",1538830.72,317,2017,equinor
"Swift Technical Services, LLC dba A",2321098.61,462,2018,equinor
"Swire Oilfield Services, LLC",3025857.23,89,2015,equinor
"Swire Oilfield Services, LLC",311945.81,17,2016,equinor
"Swire Oilfield Services, LLC",1903.09,5,2017,equinor
"Swire Oilfield Services, LLC",140,1,2018,equinor
"Swire Water Solutions, Inc",1967196.69,82,2015,equinor
"Swire Water Solutions, Inc",359452.1,37,2016,equinor
SWN Communications Inc.,57420,1,2017,equinor
Sycamore Rentals LLC,519623.52,21,2015,equinor
Sycamore Rentals LLC,8866.89,8,2016,equinor
"System One Holdings, LLC",11622.32,1,2016,equinor
T And T Measurements Inc,1572931.6,973,2015,equinor
T And T Measurements Inc,870776.75,530,2016,equinor
T And T Measurements Inc,778970.07,552,2017,equinor
T And T Measurements Inc,746555.6,501,2018,equinor
T&C Inc.,12100.31,4,2017,equinor
T&C Inc.,253289.17,65,2018,equinor
"T&T Transports, Inc.",41637.83,11,2015,equinor
"T&T Transports, Inc.",52756.26,16,2016,equinor
"T&T Transports, Inc.",139672.39,24,2017,equinor
"T&T Transports, Inc.",103446.43,24,2018,equinor
T. Rowe Price Retirement Plan,7226.84,5,2015,equinor
T. Rowe Price Retirement Plan,19350.25,8,2016,equinor
T. Rowe Price Retirement Plan,16911.69,8,2017,equinor
T. Rowe Price Retirement Plan,5479.25,2,2018,equinor
Tanco Engineering Inc,2034031.01,13,2018,equinor
Tangoe OBO Statoil,760330.58,22,2018,equinor
"Tangoe, Inc,",58278.08,10,2016,equinor
"Tangoe, Inc,",153243.19,29,2017,equinor
"Tangoe, Inc,",188181.66,24,2018,equinor
Tankmaster Rentals USA Ltd.,617556.28,47,2015,equinor
Tankmaster Rentals USA Ltd.,135754.78,13,2016,equinor
"Tanks-A-lot, Inc.",49046.8,20,2015,equinor
"Tanks-A-lot, Inc.",5907.6,4,2016,equinor
"Tanner Services, LLC",803007.21,16,2015,equinor
"Tanner Services, LLC",2617381.21,44,2016,equinor
"Tanner Services, LLC",1908044.36,21,2017,equinor
"TAS Environmental Services, L.P.",700,1,2017,equinor
"TAS Environmental Services, L.P.",7808.91,1,2018,equinor
Taurex Drill Bits,70134.75,9,2018,equinor
Taylor Forge Engineerd System. Inc.,1982600,10,2015,equinor
Taylor Forge Engineerd System. Inc.,4290,1,2016,equinor
Tc Renfrow Companies LLC,12837.51,14,2015,equinor
Tc Renfrow Companies LLC,9918.24,7,2016,equinor
Tc Renfrow Companies LLC,2459.87,9,2017,equinor
"TCI Services, Incorporated",37620,1,2016,equinor
"TDW (US), INC",18998.89,3,2015,equinor
"TDW (US), INC",72768.84,4,2016,equinor
"TDW (US), INC",18443.47,7,2017,equinor
"TDW (US), INC",6252.94,1,2018,equinor
"Team Industrial Services, Inc.",21634.85,1,2017,equinor
"Team Industrial Services, Inc.",62885.81,10,2018,equinor
"Team Management & Consulting, LLC",729302.02,27,2018,equinor
Team Oil Tools LP,563062.5,10,2016,equinor
Team Oil Tools LP,4731943.32,135,2017,equinor
Team Oil Tools LP,1219557.24,34,2018,equinor
"Tech Oil Products, Inc.",45762.56,26,2015,equinor
"Tech Oil Products, Inc.",7694,4,2016,equinor
"Technical Engineering Consultants,",6346.4,4,2015,equinor
"Technical Engineering Consultants,",110537.68,3,2016,equinor
"Technical Engineering Consultants,",436157.7,7,2017,equinor
"Technical Engineering Consultants,",92508.54,6,2018,equinor
Technical Response Planning Corpora,10832,5,2015,equinor
Technical Response Planning Corpora,11037,5,2016,equinor
Technical Response Planning Corpora,14000,9,2017,equinor
Technical Response Planning Corpora,15310,14,2018,equinor
Tecta America Corporation,20449.51,1,2018,equinor
Tectonic Analysis Inc.,60000,1,2015,equinor
Tectonic Analysis Inc.,60000,1,2016,equinor
Tectonic Analysis Inc.,60000,1,2017,equinor
"Telecom Rentals, LLC",4000,2,2018,equinor
Teledesic Broadband Networks SA de,1852.91,1,2018,equinor
Teleflow Measurement Communications,1091.8,2,2016,equinor
Telesis Submersible Consulting Inc.,91254.56,2,2015,equinor
Tenaris Global Services USA Corpora,9090794.29,123,2015,equinor
Tenaris Global Services USA Corpora,20017153.24,212,2016,equinor
Tenaris Global Services USA Corpora,54124649.73,465,2017,equinor
Tenaris Global Services USA Corpora,84807892.11,748,2018,equinor
Teraflex Group LLC,4001115.07,595,2016,equinor
Teraflex Group LLC,6429156.29,458,2017,equinor
Teraflex Group LLC,6325318.16,542,2018,equinor
Tercel Oilfield Products Usa LLC,70500,27,2015,equinor
Tercel Oilfield Products Usa LLC,127580.85,32,2016,equinor
Tercel Oilfield Products Usa LLC,413960.71,93,2017,equinor
Tercel Oilfield Products Usa LLC,259571.59,36,2018,equinor
Terra Oilfield Services LLC,790742.3,50,2016,equinor
Terra Oilfield Services LLC,214300.5,9,2017,equinor
"Tervita, LLC",628126.36,69,2015,equinor
"Tervita, LLC",344947.5,73,2016,equinor
"Tervita, LLC",695777.8,151,2017,equinor
"Tervita, LLC",267691.46,54,2018,equinor
Tesco Corporation (US),52739,1,2015,equinor
"TestAmerica Laboratories, Inc.",6928,2,2015,equinor
"TestAmerica Laboratories, Inc.",13470.53,6,2016,equinor
"TestAmerica Laboratories, Inc.",28867.27,29,2017,equinor
"TestAmerica Laboratories, Inc.",18982.25,4,2018,equinor
"Testco Well Services, LLC",1073417.81,115,2015,equinor
"Testco Well Services, LLC",201946.19,34,2016,equinor
"Tetra Tech, Inc.",70806.82,2,2017,equinor
"Tetra Tech, Inc.",739257.65,6,2018,equinor
"Texan Rentals and Lease Services, L",1495478.95,65,2015,equinor
"Texan Rentals and Lease Services, L",321638.7,26,2016,equinor
Texas A&M University - Geology &,30205.55,1,2015,equinor
Texas Conference For Women,30000,1,2018,equinor
"Texas Energy Network, LLC",149160.91,32,2015,equinor
"Texas Energy Network, LLC",105287.8,36,2016,equinor
"Texas Energy Services, LLC",19829.83,8,2015,equinor
"Texas Energy Services, LLC",43254.25,46,2016,equinor
"Texas Energy Services, LLC",148910.76,192,2017,equinor
"Texas Energy Services, LLC",663295.07,611,2018,equinor
"Texas Excavation Safety System, Inc",1108.65,9,2015,equinor
"Texas Excavation Safety System, Inc",648.85,7,2016,equinor
"Texas Excavation Safety System, Inc",2888,25,2017,equinor
"Texas Excavation Safety System, Inc",1646.35,11,2018,equinor
Texas Industrial Engine & Oilfield,148269.38,108,2018,equinor
"Texas J&A Service, LLC",373008.2,140,2015,equinor
"Texas J&A Service, LLC",100676.73,98,2016,equinor
"Texas J&A Service, LLC",127239.69,142,2017,equinor
"Texas J&A Service, LLC",262991.52,110,2018,equinor
"Texas Restaurant Group, Inc.",10352.27,49,2015,equinor
"Texas Restaurant Group, Inc.",7598.86,42,2016,equinor
"Texas Restaurant Group, Inc.",7726.72,41,2017,equinor
"Texas Southern Crane Services, LLC",2635230,114,2015,equinor
"Texas Southern Crane Services, LLC",1419007.76,70,2016,equinor
"Texas Southern Crane Services, LLC",2648657.5,250,2017,equinor
"Texas Southern Crane Services, LLC",2682819.75,170,2018,equinor
"Texas Swabbing Services, Inc.",10559.91,6,2018,equinor
Texas Wired Music Inc,4454.77,16,2015,equinor
Texas Wired Music Inc,2634.4,11,2016,equinor
Texas Wired Music Inc,4727.23,23,2017,equinor
Texas Wired Music Inc,1449.31,11,2018,equinor
TexasFile LLC,6082.5,2,2016,equinor
"Tex-Isle Supply, Inc.",944834.66,3,2015,equinor
"TGS A2D Technologies, Inc.",854511.55,28,2015,equinor
"TGS A2D Technologies, Inc.",198023.5,13,2016,equinor
"TGS A2D Technologies, Inc.",128085,15,2017,equinor
"TGS A2D Technologies, Inc.",161466.76,19,2018,equinor
TGS AP Investments Mexico,8883750,1,2015,equinor
TGS AP Investments Mexico,14806250,5,2016,equinor
TGS-Nopec Geophysical Company,1308986,4,2015,equinor
"TH Port A John, LLC",230466,28,2017,equinor
"TH Port A John, LLC",1107733.75,90,2018,equinor
The Aspen Institute,30000,1,2018,equinor
The Atlantic Council of the,50000,1,2018,equinor
"The Burnett Companies Consolidated,",78428.16,32,2018,equinor
The Dames Group,2087.5,2,2016,equinor
"The Gartman Letter, L.C.",6000,1,2015,equinor
"The Gartman Letter, L.C.",6000,1,2016,equinor
"The Gartman Letter, L.C.",6381,1,2017,equinor
The Hay-Adams,58755.44,1,2017,equinor
"The Houstonian Hotel, Club and Spa",33314.9,4,2015,equinor
The Inn at Longshore,22140.07,2,2015,equinor
The Inn at Longshore,12513.7,2,2016,equinor
The Inn at Longshore,14177.67,3,2018,equinor
The Integration Group of Americas I,1066215.45,335,2017,equinor
The Integration Group of Americas I,3432494.85,1308,2018,equinor
The Jamestown Foundation,15000,1,2018,equinor
"The Kilburn Law Firm, PLLC",176335.7,35,2015,equinor
The Music Machine,6300,5,2018,equinor
The North Highland Company LLC,379841.65,7,2017,equinor
The North Highland Company LLC,131863.43,6,2018,equinor
The Norwegian Seamen's Church of Ho,16000,2,2015,equinor
The Norwegian Seamen's Church of Ho,0,2,2016,equinor
"The Paradigm Alliance, Inc.",18485.73,3,2015,equinor
"The Paradigm Alliance, Inc.",2853.49,1,2016,equinor
The Ramey Legal Group,35419.62,19,2016,equinor
The Ramey Legal Group,30816.88,43,2017,equinor
The Ramey Legal Group,15460.06,40,2018,equinor
The Renewables Consulting Group LLC,289343.73,6,2018,equinor
"The Response Group, LLC",122300,1,2016,equinor
"The Response Group, LLC",55765,2,2017,equinor
"The Response Group, LLC",66936.56,5,2018,equinor
The Ritz-Carlton New York Battery P,80730.98,2,2015,equinor
"The Service Center, Ltd",9678.14,1,2015,equinor
The Talent Vault,199781.64,35,2015,equinor
The Talent Vault,61582,8,2016,equinor
"The Thrasher Group, Inc.",53329.14,3,2015,equinor
The University of Texas at Austin,1759,2,2017,equinor
The University of Texas at Austin,425,1,2018,equinor
"The Westin Houston, Memorial City",150862.3,19,2015,equinor
"The Westin Houston, Memorial City",18672.03,2,2016,equinor
"The Westin Houston, Memorial City",10379.11,1,2017,equinor
The Woodlands Waterway Marriot Hote,19057.97,1,2015,equinor
"Theta Oilfield Services, Inc.",47229,1,2015,equinor
"Theta Oilfield Services, Inc.",28037,2,2016,equinor
"Theta Oilfield Services, Inc.",49945.23,3,2017,equinor
"Theta Oilfield Services, Inc.",7768.5,1,2018,equinor
This is Petroleum Systems LLC,74300,4,2016,equinor
This is Petroleum Systems LLC,83050,4,2017,equinor
"This Thing of Ours, LLC",8688.21,42,2015,equinor
"This Thing of Ours, LLC",23233.64,68,2016,equinor
"This Thing of Ours, LLC",16761.98,57,2017,equinor
"This Thing of Ours, LLC",10544.81,30,2018,equinor
"Thomas Energy Services, LLC",1241811.6,160,2015,equinor
"Thomas Energy Services, LLC",257483.22,42,2016,equinor
"Thomas Energy Services, LLC",61002.46,7,2017,equinor
Thomas J. Irgens,121154.41,1,2018,equinor
Thomas Petroleum LLC,988609.45,353,2015,equinor
Thomas Petroleum LLC,0,4,2016,equinor
Thompson and Knight LLP,38614,15,2015,equinor
Thompson and Knight LLP,136144.55,20,2016,equinor
Thompson and Knight LLP,216667.05,19,2017,equinor
Thompson and Knight LLP,291109.22,24,2018,equinor
Thomson Reuters Tax & Accounting In,364523.9,1,2015,equinor
Thomson Reuters Tax & Accounting In,256610.08,10,2016,equinor
Thomson Reuters Tax & Accounting In,242845.66,5,2017,equinor
Thomson Reuters Tax & Accounting In,247228.91,7,2018,equinor
Thru Tubing Solutions Inc,334407.66,16,2015,equinor
Thru Tubing Solutions Inc,295591.9,13,2016,equinor
Thru Tubing Solutions Inc,1617505.48,65,2017,equinor
Thru Tubing Solutions Inc,1963202.32,73,2018,equinor
Tiandi Energy Inc,1205086.85,49,2015,equinor
Tiandi Energy Inc,386510,26,2016,equinor
Tiandi Energy Inc,170426.4,14,2017,equinor
Tiandi Energy Inc,263106.25,17,2018,equinor
"Tibco Software, Inc.",47900.63,1,2016,equinor
"Tibco Software, Inc.",38631.72,2,2017,equinor
Tier One LLC,136542.51,11,2018,equinor
Tierra Lease Service LLC,1105828.17,152,2015,equinor
Tierra Lease Service LLC,541733.04,110,2016,equinor
Tierra Lease Service LLC,498651.26,250,2017,equinor
Tierra Lease Service LLC,433989.28,232,2018,equinor
"Tiger Offshore Rentals, Ltd",71526.15,56,2018,equinor
Tiger Rentals Ltd dba Tiger Safety,78264.2,1,2015,equinor
Tim P Janssen,25300,5,2015,equinor
Tim P Janssen,8000,1,2016,equinor
"TK Gas Services, Inc.",1383728.92,33,2015,equinor
"TK Gas Services, Inc.",648222.48,16,2016,equinor
"TK Gas Services, Inc.",1187691.68,99,2017,equinor
"TK Gas Services, Inc.",1296330.05,261,2018,equinor
Tll Rentals Inc,245502.39,115,2015,equinor
Tll Rentals Inc,133475.17,37,2016,equinor
Tll Rentals Inc,5103,1,2017,equinor
T-Mobile,592207.46,31,2015,equinor
T-Mobile,346957.73,22,2016,equinor
T-Mobile,330547.41,20,2017,equinor
T-Mobile,109799.7,7,2018,equinor
"TNT Crane & Rigging, Inc.",11834.7,1,2018,equinor
Toll Energy Logitics Pty Ltd,6137.85,2,2015,equinor
Tomax Drilling Technology LLC,103935,1,2015,equinor
Tomax Drilling Technology LLC,16012.5,1,2017,equinor
Tomson Technologies LLC,32850,2,2016,equinor
Tootser Seafood Company LLC,19000,2,2018,equinor
"Top of the Line Crane Service, LLC",62484.5,13,2015,equinor
"Top of the Line Crane Service, LLC",194515.94,35,2016,equinor
"Top of the Line Crane Service, LLC",170967.91,44,2017,equinor
"Top of the Line Crane Service, LLC",13050,4,2018,equinor
"TorcSill Foundations, LLC",339042.77,13,2015,equinor
"TorcSill Foundations, LLC",30448.5,3,2016,equinor
"TorcSill Foundations, LLC",670974.75,32,2017,equinor
"TorcSill Foundations, LLC",556451.05,25,2018,equinor
Total Depth Well Services Inc.,662939.37,153,2017,equinor
Total Depth Well Services Inc.,598139.52,121,2018,equinor
Total Oilfield Rentals Inc.,488497.37,79,2016,equinor
Total Oilfield Rentals Inc.,306697.01,54,2017,equinor
Total Oilfield Rentals Inc.,268067.72,49,2018,equinor
"Total Safety U.S., Inc DBA Flare Ig",65237.76,43,2015,equinor
"Total Safety U.S., Inc DBA Flare Ig",85916.22,82,2016,equinor
"Total Safety U.S., Inc DBA Flare Ig",100664.14,59,2017,equinor
"Total Safety U.S., Inc DBA Flare Ig",71663.35,76,2018,equinor
"Total Valve & Equipment, LLC",6351.58,1,2015,equinor
Towers Watson,5436.6,2,2015,equinor
Towers Watson,559.65,1,2016,equinor
Towers Watson Data Services,20355.41,6,2015,equinor
Towers Watson Data Services,4850.3,1,2017,equinor
Traco Production Services,1546,1,2016,equinor
Traco Production Services,2799767.92,87,2017,equinor
Traco Production Services,7793196.78,554,2018,equinor
TradeWinds,1225,1,2016,equinor
TrainND,11201,5,2017,equinor
TrainND,52912.9,54,2018,equinor
Transocean Offshore,119450548.6,29,2015,equinor
Transocean Offshore,80135344.91,23,2016,equinor
Transportation & Industrial Service,27838.16,4,2018,equinor
"Trans-Tech Energy, LLC",326085.19,5,2015,equinor
Transzap Inc.,257576.73,33,2016,equinor
Transzap Inc.,302857.37,72,2017,equinor
Transzap Inc.,427554.68,81,2018,equinor
"Tranter, Inc",73327.05,2,2018,equinor
TRC,16645.14,4,2015,equinor
TRC,111074.33,21,2016,equinor
TRC,178349.45,27,2017,equinor
TRC,71622.73,13,2018,equinor
Treadstone Enviromental Services,321129.56,83,2016,equinor
Treadstone Enviromental Services,885800.75,139,2017,equinor
Treadstone Enviromental Services,982839,85,2018,equinor
Trelleborg Marine Systems Melbourne,784490.9,5,2018,equinor
Tremont House Hotel,29069.76,2,2015,equinor
Tremont House Hotel,4245.5,1,2017,equinor
Trenton Water Depot LLC,1982.75,1,2015,equinor
"Tres Management, Inc",41329.13,6,2015,equinor
Tri Energy Asset Management Inc,805171.82,130,2015,equinor
Tri Energy Asset Management Inc,279913.17,58,2016,equinor
Tri Energy Asset Management Inc,335606.31,71,2017,equinor
Tri Energy Asset Management Inc,288450.05,66,2018,equinor
Triangle Electric Inc,16867818.95,2319,2015,equinor
Triangle Electric Inc,8767974.59,1199,2016,equinor
Triangle Electric Inc,8089689,1157,2017,equinor
Triangle Electric Inc,753423.25,288,2018,equinor
"Triangle Engineering, LLC",31700,3,2018,equinor
"Tri-Drill , Inc.",138467.65,20,2015,equinor
"Tri-Drill , Inc.",21575.4,2,2016,equinor
TriHydro Corporation,16909.85,11,2016,equinor
TriHydro Corporation,9494.19,7,2017,equinor
TriHydro Corporation,17095.34,31,2018,equinor
"Trinity Acquisition Holdings, LLC",91976.25,34,2018,equinor
"Trinity Environmental Services, LLC",552092.73,190,2015,equinor
"Trinity Environmental Services, LLC",26107.84,24,2016,equinor
Trinity Management Consulting,1050,2,2016,equinor
Trinity Training Systems LLC,24000,12,2015,equinor
Trinity Training Systems LLC,22000,13,2016,equinor
Trinity Training Systems LLC,24000,12,2017,equinor
Trinity Training Systems LLC,28000,14,2018,equinor
"Trio Electric, LTD",1986.38,3,2015,equinor
"Trio Electric, LTD",1715.76,2,2016,equinor
"Trio Equip. Rental & Services, LLC",19027.12,26,2018,equinor
Triple Aaa Safety,47767.15,96,2015,equinor
Triple Aaa Safety,35899.88,106,2016,equinor
Triple Aaa Safety,70672.81,138,2017,equinor
Triple Aaa Safety,200500.58,214,2018,equinor
Tri-Star Protector Company,138750,88,2015,equinor
Tri-Star Protector Company,45000,35,2016,equinor
Tri-Star Protector Company,98750,79,2017,equinor
Tri-Star Protector Company,55000,43,2018,equinor
Trisun Energy Services LLC,563003,177,2015,equinor
Trisun Energy Services LLC,409249,60,2016,equinor
Trisun Energy Services LLC,345763,110,2017,equinor
Trisun Energy Services LLC,47055,16,2018,equinor
"Triton Data Services, Inc.",758835,30,2015,equinor
"Triton Data Services, Inc.",744987.4,37,2016,equinor
"Triton Data Services, Inc.",573421.95,27,2017,equinor
"Triton Data Services, Inc.",1297578.06,59,2018,equinor
Troutman Welding and,1436134.38,281,2015,equinor
Troutman Welding and,2478683.57,190,2016,equinor
Troutman Welding and,4747057.86,307,2017,equinor
Troutman Welding and,4254459.64,319,2018,equinor
TRUESPEC ENERGY PRODUCTS,46164.87,2,2015,equinor
TruGrit Cleaning Service,14659.8,7,2017,equinor
TruGrit Cleaning Service,93610,14,2018,equinor
Trumbull Energy Services,2360148.5,5,2015,equinor
Trumbull Energy Services,180081.23,2,2016,equinor
"Trussco, Inc.",393881.61,33,2015,equinor
"Trussco, Inc.",649807.88,19,2016,equinor
Trustees of Indiana University,50000,1,2015,equinor
Tuboscope,61023.66,17,2015,equinor
Tuboscope,728356.66,232,2016,equinor
Tuboscope,330760.2,121,2017,equinor
Tuboscope,354651.49,162,2018,equinor
Tubular Repair LLC,70822.96,18,2015,equinor
