Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
13300.000000	2.000000	2016	"oxy oil & gas"	"advanced environmental services"
		2017	"oxy oil & gas"	"advanced fluid systems"
		2015	"oxy oil & gas"	"advanced fluid systems"
		2018	"oxy oil & gas"	"advanced fluid systems"
14361.990000	1.000000	2016	"oxy oil & gas"	"advanced fluid systems"
		2015	"oxy oil & gas"	"advanced graphic engraving"
		2017	"oxy oil & gas"	"advanced graphic engraving"
		2018	"oxy oil & gas"	"advanced graphic engraving"
4427.940000	1.000000	2016	"oxy oil & gas"	"advanced graphic engraving"
12451.520000	14.000000	2018	"oxy oil & gas"	"advanced integration svc"
5968.970000	7.000000	2017	"oxy oil & gas"	"advanced integration svc"
5883.250000	7.000000	2015	"oxy oil & gas"	"advanced integration svc"
21822.050000	14.000000	2016	"oxy oil & gas"	"advanced integration svc"
		2016	"oxy oil & gas"	"advanced micro instruments"
		2017	"oxy oil & gas"	"advanced micro instruments"
		2015	"oxy oil & gas"	"advanced micro instruments"
27974.900000	8.000000	2018	"oxy oil & gas"	"advanced micro instruments"
5029239.380000	1331.000000	2014	"oxy"	"advanced oilfield services"
566763.770000	238.000000	2015	"oxy"	"advanced oilfield services"
	0.000000	2016	"oxy"	"advanced oilfield services"
875831.660000	52.000000	2013	"oxy"	"advanced oilfield services"
183236.130000	145.000000	2016	"oxy"	"advanced oilfield services"
3989558.020000	1441.000000	2015	"oxy oil & gas"	"advanced oilfield services"
	0.000000	2013	"oxy"	"advanced oilfield services"
		2017	"oxy oil & gas"	"advanced oilfield services"
207467.250000	113.000000	2014	"oxy"	"advanced oilfield services"
		2018	"oxy oil & gas"	"advanced oilfield services"
247380.070000	194.000000	2016	"oxy oil & gas"	"advanced oilfield services"
2596961.220000	1002.000000	2015	"oxy"	"advanced oilfield services"
50123.000000	1.000000	2015	"oxy oil & gas"	"advanced personal computing"
		2018	"oxy oil & gas"	"advanced personal computing"
		2016	"oxy oil & gas"	"advanced personal computing"
		2017	"oxy oil & gas"	"advanced personal computing"
		2018	"oxy oil & gas"	"advanced solids control"
124409.270000	26.000000	2015	"oxy oil & gas"	"advanced solids control"
		2016	"oxy oil & gas"	"advanced solids control"
		2017	"oxy oil & gas"	"advanced solids control"
7159.600000	6.000000	2016	"oxy oil & gas"	"advanced systems for power engineering"
1418.000000	2.000000	2018	"oxy oil & gas"	"advanced systems for power engineering"
13402.000000	2.000000	2015	"oxy oil & gas"	"advanced systems for power engineering"
3752.000000	4.000000	2017	"oxy oil & gas"	"advanced systems for power engineering"
		2016	"oxy oil & gas"	"advanced systems group"
		2017	"oxy oil & gas"	"advanced systems group"
		2018	"oxy oil & gas"	"advanced systems group"
34823.320000	1.000000	2015	"oxy oil & gas"	"advanced systems group"
		2015	"oxy oil & gas"	"advanced technologies consultants"
3500.000000	1.000000	2016	"oxy oil & gas"	"advanced technologies consultants"
		2017	"oxy oil & gas"	"advanced technologies consultants"
		2018	"oxy oil & gas"	"advanced technologies consultants"
		2015	"oxy oil & gas"	"aegeos oilfield technology"
		2017	"oxy oil & gas"	"aegeos oilfield technology"
54237.180000	2.000000	2016	"oxy oil & gas"	"aegeos oilfield technology"
		2018	"oxy oil & gas"	"aegeos oilfield technology"
239244.040000	4.000000	2017	"oxy oil & gas"	"aegis chemical solutions"
6147917.540000	158.000000	2018	"oxy oil & gas"	"aegis chemical solutions"
		2015	"oxy oil & gas"	"aegis chemical solutions"
		2016	"oxy oil & gas"	"aegis chemical solutions"
1944798.800000	508.000000	2014	"oxy"	"aegis flow technologies"
2029382.990000	603.000000	2015	"oxy"	"aegis flow technologies"
923921.140000	242.000000	2013	"oxy"	"aegis flow technologies"
1697934.630000	548.000000	2016	"oxy"	"aegis flow technologies"
2800.320000	1.000000	2016	"oxy oil & gas"	"aeon process equipment & control solutions"
39912.870000	12.000000	2017	"oxy oil & gas"	"aeon process equipment & control solutions"
26106.020000	4.000000	2018	"oxy oil & gas"	"aeon process equipment & control solutions"
		2015	"oxy oil & gas"	"aeon process equipment & control solutions"
	0.000000	2015	"oxy"	"aep texas central co"
1026208.760000	762.000000	2013	"oxy"	"aep texas central co"
787816.930000	763.000000	2014	"oxy"	"aep texas central co"
	0.000000	2016	"oxy"	"aep texas central co"
	0.000000	2015	"oxy"	"aep texas north co"
601840.550000	316.000000	2013	"oxy"	"aep texas north co"
646177.220000	284.000000	2014	"oxy"	"aep texas north co"
	0.000000	2016	"oxy"	"aep texas north co"
40216.980000	1.000000	2016	"oxy oil & gas"	"aerzen usa corp"
		2015	"oxy oil & gas"	"aerzen usa corp"
160574.000000	1.000000	2017	"oxy oil & gas"	"aerzen usa corp"
26266.850000	2.000000	2018	"oxy oil & gas"	"aerzen usa corp"
32406644.610000	566.000000	2018	"oxy oil & gas"	"aes drilling fluids holdings"
		2015	"oxy oil & gas"	"aes drilling fluids holdings"
3473271.490000	36.000000	2016	"oxy oil & gas"	"aes drilling fluids holdings"
32518936.930000	495.000000	2017	"oxy oil & gas"	"aes drilling fluids holdings"
1465405.930000	22.000000	2014	"oxy"	"aes drilling fluids permian"
		2018	"oxy oil & gas"	"aes drilling fluids permian"
12475737.350000	217.000000	2015	"oxy oil & gas"	"aes drilling fluids permian"
12984649.290000	218.000000	2016	"oxy oil & gas"	"aes drilling fluids permian"
	0.000000	2013	"oxy"	"aes drilling fluids permian"
18407027.870000	307.000000	2015	"oxy"	"aes drilling fluids permian"
4996208.850000	105.000000	2016	"oxy"	"aes drilling fluids permian"
		2017	"oxy oil & gas"	"aes drilling fluids permian"
82938718.110000	338.000000	2014	"oxy"	"aetna"
83003530.840000	368.000000	2013	"oxy"	"aetna"
3230397.440000	47.000000	2016	"oxy"	"aetna"
41579341.700000	194.000000	2015	"oxy"	"aetna"
3926221.800000	30.000000	2016	"oxy"	"aetna"
5356593.410000	57.000000	2014	"oxy"	"aetna"
5413967.030000	51.000000	2013	"oxy"	"aetna"
4501604.370000	40.000000	2015	"oxy"	"aetna"
3770218.000000	17.000000	2015	"oxy"	"af ferguson & co chartered accountant"
12833293.950000	28.000000	2013	"oxy"	"af ferguson & co chartered accountant"
1720154.000000	13.000000	2016	"oxy"	"af ferguson & co chartered accountant"
4332672.000000	18.000000	2014	"oxy"	"af ferguson & co chartered accountant"
	0.000000	2014	"oxy"	"affiliated customs brokers usa"
12740540.400000	200.000000	2014	"oxy"	"affiliated customs brokers usa"
9665628.480000	192.000000	2015	"oxy"	"affiliated customs brokers usa"
	0.000000	2015	"oxy"	"affiliated customs brokers usa"
9049476.520000	159.000000	2016	"oxy"	"affiliated customs brokers usa"
4693969.890000	75.000000	2013	"oxy"	"affiliated customs brokers usa"
6972078.170000	117.000000	2013	"oxy"	"affiliated customs brokers usa"
	0.000000	2016	"oxy"	"affiliated customs brokers usa"
		2016	"oxy oil & gas"	"affirmed first aid & safety in"
10591.000000	34.000000	2015	"oxy oil & gas"	"affirmed first aid & safety in"
		2018	"oxy oil & gas"	"affirmed first aid & safety in"
		2017	"oxy oil & gas"	"affirmed first aid & safety in"
71673.400000	274.000000	2015	"oxy oil & gas"	"affirmed first aid & safety in"
48005.920000	332.000000	2018	"oxy oil & gas"	"affirmed first aid & safety in"
67408.340000	400.000000	2017	"oxy oil & gas"	"affirmed first aid & safety in"
73607.460000	395.000000	2016	"oxy oil & gas"	"affirmed first aid & safety in"
28822359.510000	60.000000	2013	"oxy"	"agave energy co"
11574189.390000	26.000000	2014	"oxy"	"agave energy co"
	0.000000	2015	"oxy"	"agave energy co"
	0.000000	2016	"oxy"	"agave energy co"
260271.340000	30.000000	2014	"oxy"	"aggreko"
432328.520000	41.000000	2016	"oxy"	"aggreko"
447478.170000	40.000000	2015	"oxy"	"aggreko"
78617.740000	10.000000	2013	"oxy"	"aggreko"
469600.100000	190.000000	2018	"oxy oil & gas"	"agri industries"
431896.350000	181.000000	2017	"oxy oil & gas"	"agri industries"
201379.380000	194.000000	2016	"oxy oil & gas"	"agri industries"
1777270.790000	102.000000	2015	"oxy oil & gas"	"agri industries"
128957.000000	120.000000	2016	"oxy"	"agri industries"
353129.930000	16.000000	2013	"oxy"	"agri industries"
1646406.000000	104.000000	2015	"oxy"	"agri industries"
1122988.230000	123.000000	2014	"oxy"	"agri industries"
18090.000000	6.000000	2018	"oxy oil & gas"	"agithe easycopy co"
1110.000000	2.000000	2016	"oxy oil & gas"	"agithe easycopy co"
26625.000000	4.000000	2017	"oxy oil & gas"	"agithe easycopy co"
25881.630000	6.000000	2015	"oxy oil & gas"	"agithe easycopy co"
1430969.500000	94.000000	2016	"oxy"	"agilent technologies"
236402.620000	54.000000	2015	"oxy"	"agilent technologies"
231447.230000	24.000000	2013	"oxy"	"agilent technologies"
349222.610000	51.000000	2014	"oxy"	"agilent technologies"
		2016	"oxy oil & gas"	"agilent technologies"
11889.030000	1.000000	2017	"oxy oil & gas"	"agilent technologies"
102009.670000	2.000000	2015	"oxy oil & gas"	"agilent technologies"
5320.170000	1.000000	2018	"oxy oil & gas"	"agilent technologies"
2105521.690000	20.000000	2016	"oxy"	"aim directional services"
2890210.590000	26.000000	2016	"oxy oil & gas"	"aim directional services"
	0.000000	2013	"oxy"	"aim directional services"
6284957.380000	158.000000	2014	"oxy"	"aim directional services"
14398987.150000	155.000000	2015	"oxy"	"aim directional services"
1054416.600000	24.000000	2017	"oxy oil & gas"	"aim directional services"
		2018	"oxy oil & gas"	"aim directional services"
16052278.530000	191.000000	2015	"oxy oil & gas"	"aim directional services"
5025.000000	22.000000	2016	"oxy oil & gas"	"ainsworth trucking lp"
2363.190000	1.000000	2018	"oxy oil & gas"	"ainsworth trucking lp"
2730.000000	12.000000	2017	"oxy oil & gas"	"ainsworth trucking lp"
13043.580000	43.000000	2015	"oxy oil & gas"	"ainsworth trucking lp"
12782450.780000	1070.000000	2014	"oxy"	"aip"
5937069.310000	622.000000	2015	"oxy oil & gas"	"aip"
7953016.330000	670.000000	2017	"oxy oil & gas"	"aip"
13164361.510000	1074.000000	2018	"oxy oil & gas"	"aip"
1027886.330000	158.000000	2016	"oxy"	"aip"
7187300.640000	673.000000	2013	"oxy"	"aip"
4341420.680000	491.000000	2015	"oxy"	"aip"
2077547.830000	290.000000	2016	"oxy oil & gas"	"aip"
5572.220000	8.000000	2018	"oxy oil & gas"	"aip products co"
222.060000	2.000000	2017	"oxy oil & gas"	"aip products co"
		2015	"oxy oil & gas"	"aip products co"
		2016	"oxy oil & gas"	"aip products co"
		2016	"oxy oil & gas"	"air and gas systems"
		2018	"oxy oil & gas"	"air and gas systems"
		2017	"oxy oil & gas"	"air and gas systems"
53300.000000	4.000000	2015	"oxy oil & gas"	"air and gas systems"
784000.330000	508.000000	2015	"oxy oil & gas"	"air compressor solutions"
449172.690000	474.000000	2015	"oxy"	"air compressor solutions"
221519.090000	303.000000	2013	"oxy"	"air compressor solutions"
535859.560000	276.000000	2014	"oxy"	"air compressor solutions"
381709.430000	359.000000	2016	"oxy"	"air compressor solutions"
727781.110000	623.000000	2017	"oxy oil & gas"	"air compressor solutions"
625813.590000	559.000000	2016	"oxy oil & gas"	"air compressor solutions"
1109960.260000	568.000000	2018	"oxy oil & gas"	"air compressor solutions"
		2016	"oxy oil & gas"	"air dimensions"
		2018	"oxy oil & gas"	"air dimensions"
3313.190000	2.000000	2017	"oxy oil & gas"	"air dimensions"
		2015	"oxy oil & gas"	"air dimensions"
	0.000000	2013	"oxy"	"air drilling solutions"
831516.170000	35.000000	2016	"oxy"	"air drilling solutions"
648735.700000	69.000000	2015	"oxy"	"air drilling solutions"
	0.000000	2014	"oxy"	"air drilling solutions"
39750.000000	8.000000	2017	"oxy oil & gas"	"air hygiene international"
25250.000000	3.000000	2016	"oxy oil & gas"	"air hygiene international"
38050.000000	6.000000	2018	"oxy oil & gas"	"air hygiene international"
27614.000000	6.000000	2015	"oxy oil & gas"	"air hygiene international"
	0.000000	2013	"oxy"	"air liquide large industries us lp"
11226878.470000	61.000000	2015	"oxy"	"air liquide large industries us lp"
7556087.990000	52.000000	2016	"oxy"	"air liquide large industries us lp"
5150358.980000	27.000000	2014	"oxy"	"air liquide large industries us lp"
		2017	"oxy oil & gas"	"air liquide america specialty gases"
		2018	"oxy oil & gas"	"air liquide america specialty gases"
55801.090000	78.000000	2015	"oxy oil & gas"	"air liquide america specialty gases"
197317.470000	369.000000	2016	"oxy oil & gas"	"air liquide america specialty gases"
5179219.840000	55.000000	2013	"oxy"	"air liquide industrial us lp"
1438934.860000	36.000000	2013	"oxy"	"air liquide industrial us lp"
52353.840000	37.000000	2015	"oxy"	"air liquide industrial us lp"
	0.000000	2015	"oxy"	"air liquide industrial us lp"
	0.000000	2014	"oxy"	"air liquide industrial us lp"
5666870.060000	80.000000	2014	"oxy"	"air liquide industrial us lp"
1138574.300000	128.000000	2016	"oxy"	"air liquide industrial us lp"
	0.000000	2016	"oxy"	"air liquide industrial us lp"
5024492.080000	30.000000	2013	"oxy"	"air liquide large industries"
	0.000000	2015	"oxy"	"air liquide large industries"
	0.000000	2014	"oxy"	"air liquide large industries"
	0.000000	2016	"oxy"	"air liquide large industries"
		2016	"oxy oil & gas"	"air pollution testing"
		2018	"oxy oil & gas"	"air pollution testing"
62036.400000	19.000000	2015	"oxy oil & gas"	"air pollution testing"
		2017	"oxy oil & gas"	"air pollution testing"
336182.700000	148.000000	2013	"oxy"	"air specialty & equipment company"
449078.690000	194.000000	2016	"oxy"	"air specialty & equipment company"
397955.820000	164.000000	2015	"oxy"	"air specialty & equipment company"
524746.940000	276.000000	2014	"oxy"	"air specialty & equipment company"
		2018	"oxy oil & gas"	"airdyne international"
62190.000000	7.000000	2015	"oxy oil & gas"	"airdyne international"
		2017	"oxy oil & gas"	"airdyne international"
8940.000000	2.000000	2016	"oxy oil & gas"	"airdyne international"
772588.180000	646.000000	2013	"oxy"	"airgas onsite safety svc"
953477.760000	1036.000000	2014	"oxy"	"airgas onsite safety svc"
245193.910000	404.000000	2015	"oxy"	"airgas onsite safety svc"
94705.000000	5.000000	2016	"oxy"	"airgas onsite safety svc"
		2018	"oxy oil & gas"	"airgas onsite safety svc"
		2016	"oxy oil & gas"	"airgas onsite safety svc"
578138.510000	644.000000	2015	"oxy oil & gas"	"airgas onsite safety svc"
		2017	"oxy oil & gas"	"airgas onsite safety svc"
144615.200000	25.000000	2013	"oxy"	"airgas refrigerants"
300719.050000	25.000000	2016	"oxy"	"airgas refrigerants"
181214.960000	34.000000	2015	"oxy"	"airgas refrigerants"
770893.220000	43.000000	2014	"oxy"	"airgas refrigerants"
479248.370000	1905.000000	2013	"oxy"	"airgas usa 1"
143029.970000	555.000000	2016	"oxy oil & gas"	"airgas usa 1"
919809.250000	3520.000000	2014	"oxy"	"airgas usa 1"
359721.770000	1022.000000	2017	"oxy oil & gas"	"airgas usa 1"
611288.760000	1240.000000	2018	"oxy oil & gas"	"airgas usa 1"
153945.460000	523.000000	2016	"oxy"	"airgas usa 1"
86039.240000	495.000000	2015	"oxy oil & gas"	"airgas usa 1"
795124.060000	2897.000000	2015	"oxy"	"airgas usa 1"
		2016	"oxy oil & gas"	"airsis"
		2015	"oxy oil & gas"	"airsis"
65000.000000	2.000000	2018	"oxy oil & gas"	"airsis"
65000.000000	2.000000	2017	"oxy oil & gas"	"airsis"
231267.360000	140.000000	2016	"oxy oil & gas"	"ajilon professional staffing"
268949.170000	155.000000	2018	"oxy oil & gas"	"ajilon professional staffing"
209026.190000	59.000000	2015	"oxy oil & gas"	"ajilon professional staffing"
310277.680000	133.000000	2017	"oxy oil & gas"	"ajilon professional staffing"
		2016	"oxy oil & gas"	"ajp software solutions"
		2015	"oxy oil & gas"	"ajp software solutions"
63270.000000	9.000000	2018	"oxy oil & gas"	"ajp software solutions"
		2017	"oxy oil & gas"	"ajp software solutions"
21123.000000	20.000000	2018	"oxy oil & gas"	"akalia interactive"
		2015	"oxy oil & gas"	"akalia interactive"
		2017	"oxy oil & gas"	"akalia interactive"
		2016	"oxy oil & gas"	"akalia interactive"
20892.380000	28.000000	2018	"oxy oil & gas"	"akm measurement services"
43317.110000	3.000000	2015	"oxy oil & gas"	"akm measurement services"
37648.540000	27.000000	2016	"oxy oil & gas"	"akm measurement services"
63532.810000	46.000000	2017	"oxy oil & gas"	"akm measurement services"
3292079.650000	188.000000	2013	"oxy"	"akzo nobel functional chemicals"
5094695.730000	277.000000	2013	"oxy"	"akzo nobel functional chemicals"
		2015	"oxy oil & gas"	"akzo nobel functional chemicals"
0.000000	19.000000	2016	"oxy oil & gas"	"akzo nobel functional chemicals"
7558002.160000	387.000000	2016	"oxy"	"akzo nobel functional chemicals"
	0.000000	2016	"oxy"	"akzo nobel functional chemicals"
7426566.890000	419.000000	2014	"oxy"	"akzo nobel functional chemicals"
	0.000000	2014	"oxy"	"akzo nobel functional chemicals"
		2018	"oxy oil & gas"	"akzo nobel functional chemicals"
		2017	"oxy oil & gas"	"akzo nobel functional chemicals"
	0.000000	2015	"oxy"	"akzo nobel functional chemicals"
8957709.450000	471.000000	2015	"oxy"	"akzo nobel functional chemicals"
487364.710000	34.000000	2014	"oxy"	"alabama power"
377445.670000	34.000000	2015	"oxy"	"alabama power"
245587.590000	29.000000	2016	"oxy"	"alabama power"
211681.010000	15.000000	2013	"oxy"	"alabama power"
462751.260000	43.000000	2014	"oxy"	"albritton machine"
422870.130000	71.000000	2015	"oxy"	"albritton machine"
236596.580000	51.000000	2017	"oxy oil & gas"	"albritton machine"
135134.610000	46.000000	2016	"oxy"	"albritton machine"
244339.300000	34.000000	2015	"oxy oil & gas"	"albritton machine"
235488.740000	76.000000	2016	"oxy oil & gas"	"albritton machine"
172483.060000	31.000000	2018	"oxy oil & gas"	"albritton machine"
515828.600000	30.000000	2013	"oxy"	"albritton machine"
447306.130000	9.000000	2016	"oxy"	"alcoa steamship co"
585830.000000	17.000000	2015	"oxy"	"alcoa steamship co"
518927.340000	11.000000	2014	"oxy"	"alcoa steamship co"
113141.200000	3.000000	2013	"oxy"	"alcoa steamship co"
3319769.660000	18.000000	2017	"oxy oil & gas"	"alegacy equipment"
		2015	"oxy oil & gas"	"alegacy equipment"
26200.000000	6.000000	2018	"oxy oil & gas"	"alegacy equipment"
		2016	"oxy oil & gas"	"alegacy equipment"
		2017	"oxy oil & gas"	"alexander lift"
		2015	"oxy oil & gas"	"alexander lift"
2641204.300000	4664.000000	2018	"oxy oil & gas"	"alexander lift"
		2016	"oxy oil & gas"	"alexander lift"
		2016	"oxy oil & gas"	"alexander utility engineering"
		2017	"oxy oil & gas"	"alexander utility engineering"
		2015	"oxy oil & gas"	"alexander utility engineering"
0.000000	13.000000	2018	"oxy oil & gas"	"alexander utility engineering"
14325.500000	36.000000	2016	"oxy oil & gas"	"alexanders pest & weed control"
29801.500000	62.000000	2017	"oxy oil & gas"	"alexanders pest & weed control"
87147.180000	68.000000	2015	"oxy oil & gas"	"alexanders pest & weed control"
20580.000000	56.000000	2018	"oxy oil & gas"	"alexanders pest & weed control"
1533111.020000	4.000000	2013	"oxy"	"alexandra m special maritime enterprise"
	0.000000	2016	"oxy"	"alexandra m special maritime enterprise"
	0.000000	2014	"oxy"	"alexandra m special maritime enterprise"
	0.000000	2015	"oxy"	"alexandra m special maritime enterprise"
0.000000	2.000000	2015	"oxy"	"alf pi"
2099859.860000	11.000000	2016	"oxy"	"alf pi"
